AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTC,BTN,BWP,BYN,BYR,BZD,CAD,CDF,CHF,CLF,CLP,CNY,CNH,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JEP,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LTL,LVL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLE,SLL,SOS,SRD,STD,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XAG,XAU,XCD,XCG,XDR,XOF,XPF,YER,ZAR,ZMK,ZMW,ZWL,date
4.31004,77.562214,96.653736,447.585761,2.101214,1076.189416,1690.877293,1.765393,2.112477,1.996793,1.954864,2.36077,143.241437,1.954532,0.442424,3464.412226,1.173598,1.513763,8.099123,6.369701,1.172139,1.3077214e-05,106.000263,15.530566,3.455446,23002.525748,2.357372,1.615358,2628.860357,0.934426,0.027307,1071.257944,8.279157,8.269243,4462.583883,586.319356,1.173598,31.100354,110.212246,24.270181,208.73009,7.469201,74.514333,152.209573,55.746035,17.603974,183.145137,1,2.644465,0.878143,0.878004,3.167392,0.878143,13.455559,0.878143,85.672509,10194.033723,8.977703,245.222623,9.132548,30.859229,7.536026,153.635153,384.893874,19550.621208,3.786619,0.878143,106.457805,1535.465043,49434.891595,148.401512,0.878143,187.670171,0.832113,181.981694,151.272739,102.631441,4692.713828,492.313123,1056.23806,1727.489872,0.359989,0.976832,611.307395,25410.837,104963.958577,362.186638,206.880976,19.775434,3.465331,0.709898,6.366952,10.783438,19.814516,5192.514582,61.562219,2463.694773,4161.421293,9.399001,46.908547,53.926899,18.059914,2032.527123,21.127465,4.799838,75.004968,19.775434,1701.776001,43.138984,11.88172,169.60082,2.028676,0.451246,1.172139,3.946311,5.052539,69.342068,328.488468,4.221961,7873.231446,4.271855,5.09131,117.389185,93.279991,1705.983424,4.402397,9.596221,17.466662,705.928172,10.874549,1.51427,0.880503,28.313016,24609.772855,668.679934,45.239888,24291.11434,24.48807,10.256091,12976.10247,19.768538,36.892075,10.771844,4.11933,3.42656,2.825743,50.114409,7.954193,36.73539,2913.456419,49.525594,4166.005924,1.173598,45.997983,14121.180678,313.866823,30880.890817,142.155179,3.257302,655.643174,0.018535,0.00027,3.171708,2.112489,0.81541,655.643174,119.331742,279.904875,19.765972,10563.792013,27.047054,377.898158,2025-12-15
